X,Y,ConsentNo,ConsentType,ConsentSource,ConsentStatus,PermitType,FeatureType,RMASection,ActivityText,Location,fmDate,toDate,GIS_TerritorialAuthority,GIS_Catchment,GIS_CWMSZone,GIS_Runanga,NZTMX,NZTMY
1571199.4224,5179288.5286,CRC 980433.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Christchurch Polytechnic, Moorhouse Avenue, CHRISTCHURCH",1997-10-30,2032-10-23,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1571199,5179288
1573338.4281,5185096.3311,CRC 990948.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Mairehau Road, MARSHLAND",2006-01-16,2040-12-22,Christchurch City,6668300 - Horseshoe Lake Outlet,Christchurch - West Melton,Tuahuriri,1573338,5185096
1566701.1815,5178838.5413,CRC 961356.10,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"30 Birmingham Drive, RICCARTON",1999-11-24,2031-04-24,Christchurch City,6664600 - Jacksons Creek Waltham Outfall,Christchurch - West Melton,Tuahuriri,1566701,5178838
1574188.1192,5183916.8065,CRC 54267.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"23 Tangmere Place, BURWOOD",2005-05-25,2040-05-25,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1574188,5183916
1561778.0057,5188398.7154,CRC 147626.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Cleanfill/Quarry,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"160 Mcleans Island Road, Christchurch",2014-07-28,2043-12-23,Christchurch City,6640500 - South Branch (south side),Christchurch - West Melton,Tuahuriri,1561778,5188398
1576648.2551,5171823.811,CRC 205102.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Discharge Point,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Dry Dock, Godley Quay, Lyttelton",2020-12-15,2035-12-15,Christchurch City,6672200 - Port Lyttelton,Banks Peninsula,Unknown,1576648,5171823
1564631.9273,5179818.0999,CRC 41867.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"5 Bowman Place, UPPER RICCARTON",2009-05-07,2039-03-15,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1564631,5179818
1474300.0248,5145437.0241,CRC 222192.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,Unknown,Unknown,"Oakleys Road, MAYFIELD",2021-09-09,2041-03-06,Ashburton District,6910000 - Hinds River,Ashburton,Arowhenua,1474300,5145437
1551916.9056,5173449.7644,CRC 70056.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Weedons Road, WEEDONS",2006-11-03,2041-08-17,Selwyn District,6821100 - Waimakariri Water Race,Selwyn - Waihora,Taumutu,1551916,5173449
1575537.6992,5179368.6323,CRC 395.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"5 Tanya Street, BROMLEY",1999-09-23,2034-09-21,Christchurch City,6666000 - Charlesworth Drain,Christchurch - West Melton,Tuahuriri,1575537,5179368
1558653.7365,5206268.6531,CRC 71832.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"54 Bailey Road, FERNSIDE",2007-02-03,2042-02-01,Waimakariri District,6620000 - Ashley River,Waimakariri,Tuahuriri,1558653,5206268
1567500.9134,5177888.9315,CRC 972709.10,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Sylvan Street, SPREYDON",2002-05-23,2032-08-14,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1567500,5177888
1526165.4715,5168439.2782,CRC 121483.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"581 Wrights Road, DUNSANDEL",2012-03-23,2027-10-31,Selwyn District,6820100 - Hororata Water Race,Selwyn - Waihora,Taumutu,1526165,5168439
1491964.8192,5158917.6668,CRC 111015.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Springfield Road East, METHVEN",2011-01-31,2046-01-28,Ashburton District,6880320 - Mt Harding Stream,Ashburton,Arowhenua,1491964,5158917
1562162.4473,5197381.7104,CRC 130155.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"24 Biella Place, OHOKA",2012-09-05,2047-09-06,Waimakariri District,6640460 - Ohoka Creek,Waimakariri,Tuahuriri,1562162,5197381
1566711.0137,5183566.7617,CRC 11068.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"256 Wairakei Road, BRYNDWR",2000-12-18,2035-12-18,Christchurch City,6668820 - Taylors Drain,Christchurch - West Melton,Tuahuriri,1566711,5183566
1585787.6351,5259888.4368,CRC 120221.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"14 Pahau Reserve Road, CULVERDEN",2011-09-15,2046-09-14,Hurunui District,6510800 - Stony Creek,Hurunui - Waiau,Kaikoura,1585787,5259888
1572808.6449,5184606.5105,CRC 50493.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"4 Wilmington Place, SHIRLEY",2004-08-27,2039-08-26,Christchurch City,6668300 - Horseshoe Lake Outlet,Christchurch - West Melton,Tuahuriri,1572808,5184606
1554904.0461,5168597.3624,CRC 168334.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Intensive Farming,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"63 Springston Rolleston Road, Selwyn",2016-05-04,2050-11-24,Selwyn District,6821500 - Waimakariri Water Race,Selwyn - Waihora,Taumutu,1554904,5168597
1564001.7894,5196581.9867,CRC 961898.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Human Effluent,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Tram Road, Mandeville North",1996-05-10,2031-05-08,Waimakariri District,6640470 - Burgess Creek,Waimakariri,Tuahuriri,1564001,5196581
1595115.0491,5266864.9684,CRC 80893.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Isolated Hill Road, CULVERDEN",2008-06-10,2043-06-05,Hurunui District,6460000 - Waiau River,Hurunui - Waiau,Kaikoura,1595115,5266864
1480335.508,5171364.1058,CRC 151573.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"McFarlanes Road, ALFORD FOREST",2014-07-25,2042-09-20,Ashburton District,6880100 - Ashburton River North Branch,Ashburton,Arowhenua,1480335,5171364
1565201.5183,5185725.9274,CRC 50535.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"582A Harewood Road, CHRISTCHURCH",2004-09-22,2039-09-22,Christchurch City,6640100 - Styx River,Christchurch - West Melton,Tuahuriri,1565201,5185725
1572168.9023,5184236.64,CRC 54494.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"19 Cayman Close, SHIRLEY",2005-06-30,2040-06-29,Christchurch City,6668300 - Horseshoe Lake Outlet,Christchurch - West Melton,Tuahuriri,1572168,5184236
1641658.7242,5292994.1909,CRC 220640.00,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Discharge Point,s15(2A) Other Discharge to Air,Discharge Contaminant into Air,"Main North Line between 125 km MNL (south of Phoebe Station) and 330 km MNL (north of Tunnel 24), Kaikoura",2022-12-13,2032-11-30,Coastal Marine Area,6380000 - Oaro River,Kaikoura,Kaikoura,1641658,5292994
1569460.0012,5182337.3006,CRC 1552.10,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"15 Mansfield Avenue, MERIVALE",2004-02-02,2035-05-26,Christchurch City,6668510 - St Albans Drain,Christchurch - West Melton,Tuahuriri,1569460,5182337
1569460.0012,5182337.3006,CRC 1552.10,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"15 Mansfield Avenue, MERIVALE",2004-02-02,2035-05-26,Christchurch City,6668510 - St Albans Drain,Christchurch - West Melton,Tuahuriri,1569460,5182337
1449253.5603,5079805.5507,CRC 91240.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Holme Station Road and Claremont Bush Road, TIMARU",2009-04-07,2044-04-06,Timaru District,7000000 - Pig Hunting Creek,Orari-Temuka-Opihi-Pareora,Arowhenua,1449253,5079805
1538026.0068,5176756.0535,CRC 170995.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"cnr Highfield Road and Wards Road, Aylesbury",2016-08-19,2051-08-19,Selwyn District,6822500 - Kowai/Waimak Water Race,Selwyn - Waihora,Taumutu,1538026,5176756
1564381.9818,5180837.7122,CRC 991249.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"55 Avonhead Road, CHRISTCHURCH",1999-01-29,2034-01-27,Christchurch City,6668000 - Avon River,Christchurch - West Melton,Tuahuriri,1564381,5180837
1486157.6181,5148028.7668,CRC 100681.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Hackthorne Road & Westerfield Valleta Road, WESTERFIELED",2009-09-15,2044-09-15,Ashburton District,6880300 - Ashburton River South Branch,Ashburton,Arowhenua,1486157,5148028
1575497.7176,5179288.6629,CRC 930398.30,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Abrasive Blasting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"11A Tanya Street, BROMLEY",2009-04-14,2030-05-03,Christchurch City,6666000 - Charlesworth Drain,Christchurch - West Melton,Tuahuriri,1575497,5179288
1585171.7928,5291577.3897,CRC 93670.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"133 Rippengale Road, HANMER",2009-06-30,2044-06-30,Hurunui District,6462110 - Chatterton River,Hurunui - Waiau,Kaikoura,1585171,5291577
1461301.4362,5107388.2143,CRC 121358.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Winchester Hanging Rock Road, TEMUKA",2012-03-05,2047-03-05,Timaru District,6960250 - Waihi River,Orari-Temuka-Opihi-Pareora,Arowhenua,1461301,5107388
1533804.806,5153694.6362,CRC 11604.20,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Main Rakaia Road, SELWYN",2012-06-26,2036-03-15,Selwyn District,6820600 - Rakaia II water Race,Selwyn - Waihora,Taumutu,1533804,5153694
1566501.2695,5178548.6439,CRC 166.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Wood Waste,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"12 Vulcan Place, MIDDLETON",1999-09-06,2034-09-03,Christchurch City,6664600 - Jacksons Creek Waltham Outfall,Christchurch - West Melton,Tuahuriri,1566501,5178548
1574128.2827,5178728.8436,CRC 991255.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"43 Hargood Street, WOOLSTON",1999-02-22,2034-02-18,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1574128,5178728
1562002.9138,5179718.0407,CRC 50556.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"105 Carmen Road, HORNBY",2009-12-23,2039-09-10,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1562002,5179718
1561853.0446,5178018.6581,CRC 60606.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"6 Dunstan Crescent, HORNBY",2005-08-30,2040-08-26,Christchurch City,6664000 - Heathcote River,Christchurch - West Melton,Tuahuriri,1561853,5178018
1466990.8772,5107110.1732,CRC 121356.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Aker Road, TEMUKA",2012-03-02,2047-03-02,Timaru District,6950000 - Orari River,Orari-Temuka-Opihi-Pareora,Arowhenua,1466990,5107110
1568330.215,5197321.6924,CRC 70092.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"175-199 Mill Road, OHOKA",2006-08-03,2041-08-03,Waimakariri District,6640460 - Ohoka Creek,Waimakariri,Tuahuriri,1568330,5197321
1563782.0383,5185945.818,CRC 72070.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Orchard Road, CHRISTCHURCH",2007-04-02,2042-04-02,Christchurch City,6820900 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1563782,5185945
1466817.2192,5118788.674,CRC 103343.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Animal Effluent Spreading,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Seaward Road & Taylor Road, RANGITATA",2010-08-05,2045-08-05,Timaru District,6940000 - Kapunatiki Creek,Orari-Temuka-Opihi-Pareora,Arowhenua,1466817,5118788
1539494.6451,5186688.9989,CRC 120985.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"1970 Old West Coast Road, COURTENAY",2011-12-01,2046-12-01,Selwyn District,6822400 - Kowai River Water Race,Selwyn - Waihora,Taumutu,1539494,5186688
1530982.5148,5207268.5076,CRC 176228.00,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,Unknown,Unknown,"314 Bush Road, OXFORD",2017-05-29,2043-02-19,Waimakariri District,6640620 - Mill Road Drain,Waimakariri,Tuahuriri,1530982,5207268
1577007.2153,5175920.0653,CRC 54355.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"196 Major Hornbrook Road, MT PLEASANT",2005-06-07,2040-06-03,Christchurch City,6664100 - Truscotts Road Outfall,Christchurch - West Melton,Tuahuriri,1577007,5175920
1561663.0639,5179158.2325,CRC 921697.10,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Abrasive Blasting,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"19 Smarts Road, HORNBY",2000-05-12,2030-05-03,Christchurch City,6821300 - Waimakariri Water Race,Christchurch - West Melton,Tuahuriri,1561663,5179158
1564392.198,5175739.6171,CRC 54350.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"69 Westlake Drive, HALSWELL",2005-06-07,2040-06-03,Christchurch City,6781700 - Nottingham Creek,Christchurch - West Melton,Tuahuriri,1564392,5175739
1576277.2613,5185746.1266,CRC 2039.00,Discharge Permit (s15),Renewal,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Parkview Primary School, Chadbury Street, CHRISTCHURCH",2000-07-12,2035-07-11,Christchurch City,6640020 - North Waimari Beach,Christchurch - West Melton,Tuahuriri,1576277,5185746
1575481.8162,5180032.8737,CRC 165214.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Large Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"230 Maces Road, Bromley, Christchurch",2016-02-10,2051-02-10,Christchurch City,6666000 - Charlesworth Drain,Christchurch - West Melton,Tuahuriri,1575481,5180032
1577847.4868,5222202.389,CRC 991627.00,Discharge Permit (s15),New Consent,Issued - Active,RMA Authorisation,Other Industry/Trade,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"Turners Road, AMBERLEY",1999-03-01,2034-02-25,Hurunui District,6610100 - Kowai River North Branch,Hurunui - Waiau,Tuahuriri,1577847,5222202
1541735.3012,5157922.6729,CRC 150553.00,Discharge Permit (s15),Change in Conditions,Issued - Active,RMA Authorisation,Waste Management Proc,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"894 Drain Road, LEESTON",2014-08-13,2046-06-09,Selwyn District,6832040 - Lemons Drain,Selwyn - Waihora,Taumutu,1541735,5157922
1581842.8872,5291097.9889,CRC 70517.10,Discharge Permit (s15),Full Transfer,Issued - Active,RMA Authorisation,Small Scale Burner,s15(1)(c) Industrial Discharge to Air,Discharge Contaminant into Air,"358 Woodbank Road, HANMER SPRINGS",2007-06-18,2041-09-07,Hurunui District,6462100 - Percival River,Hurunui - Waiau,Kaikoura,1581842,5291097
